City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Vila,PT,42.03,-8.16,59.0,94,100,5.99,overcast clouds
339,Hambantota,LK,6.12,81.12,75.2,100,90,2.24,mist
340,Bud,US,39.45,-86.18,52.0,62,1,6.93,clear sky
341,Talcahuano,CL,-36.72,-73.12,55.4,87,90,4.7,overcast clouds
342,Ahipara,NZ,-35.17,173.17,69.85,63,19,4.43,few clouds
343,Nouadhibou,MR,20.93,-17.03,68.0,77,0,10.29,clear sky
344,Aswan,EG,24.09,32.91,72.7,57,0,8.05,clear sky
345,Beckley,US,37.78,-81.19,46.4,65,1,11.41,clear sky
346,Palana,RU,59.12,159.97,34.27,85,100,4.09,overcast clouds
347,Jardim,BR,-21.48,-56.14,69.21,86,1,4.76,clear sky
348,Rakiv Lis,UA,51.62,24.92,40.01,95,0,5.23,clear sky
349,Dabat,ET,12.98,37.77,50.99,65,0,2.91,clear sky
350,Kem,RU,64.96,34.58,29.66,93,0,9.62,clear sky
351,Saskylakh,RU,71.92,114.08,-5.98,86,0,8.23,clear sky
352,Lavrentiya,RU,65.58,-171.0,22.33,90,0,8.14,clear sky
353,La Cruz,MX,23.92,-106.9,80.01,73,0,4.0,clear sky
354,Port Hedland,AU,-20.32,118.57,87.8,43,0,8.05,clear sky
355,Menzelinsk,RU,55.73,53.1,37.4,100,90,6.71,fog
356,Pizarro,CO,4.95,-77.37,77.47,89,100,7.49,moderate rain
357,Maldonado,UY,-34.67,-54.92,55.4,87,0,4.7,clear sky
358,Comodoro Rivadavia,AR,-45.87,-67.5,59.0,77,0,2.24,clear sky
359,Moron,AR,-34.65,-58.62,64.0,58,0,1.01,clear sky
360,Bathsheba,BB,13.22,-59.52,78.8,88,20,9.17,few clouds
361,Svetlaya,RU,46.54,138.33,48.9,59,100,8.79,overcast clouds
362,Cabo San Lucas,MX,22.89,-109.91,82.4,74,20,9.17,few clouds
363,Koluszki,PL,51.74,19.82,41.0,93,90,4.7,overcast clouds
364,Faanui,PF,-16.48,-151.75,79.54,74,0,19.35,clear sky
365,Fare,PF,-16.7,-151.02,80.04,75,0,18.34,clear sky
366,Naze,JP,28.37,129.48,75.2,78,20,14.99,few clouds
367,Abidjan,CI,5.31,-4.02,80.6,94,75,2.24,thunderstorm
368,Mecca,SA,21.43,39.83,74.3,64,0,1.12,clear sky
369,Itamaraca,BR,-7.75,-34.83,80.6,78,75,8.05,broken clouds
370,Port Victoria,KE,0.09,33.98,68.61,79,30,6.42,scattered clouds
371,Ouallam,NE,14.32,2.09,82.94,15,0,12.35,clear sky
372,Sokolow Podlaski,PL,52.41,22.25,39.99,90,0,2.26,clear sky
373,Meulaboh,ID,4.14,96.13,79.36,78,100,3.67,light rain
374,Hami,CN,42.8,93.45,36.81,67,0,8.81,clear sky
375,Sorong,ID,-0.88,131.25,85.75,68,1,7.34,clear sky
376,Xingtai,CN,37.06,114.49,57.36,32,100,1.59,overcast clouds
377,Solnechnyy,RU,50.72,136.63,36.43,93,100,7.11,light rain
378,Launceston,AU,-41.45,147.17,70.0,55,4,5.82,clear sky
379,Rio Branco Do Sul,BR,-25.19,-49.31,55.4,93,75,5.82,light intensity drizzle
380,Yhu,PY,-25.05,-55.92,66.69,68,1,6.29,clear sky
381,Stykkisholmur,IS,65.08,-22.73,38.61,84,77,1.25,broken clouds
382,Chara,RU,56.91,118.26,7.83,88,100,2.44,overcast clouds
383,Qena,EG,26.16,32.72,73.4,73,0,4.7,clear sky
384,Nosy Varika,MG,-20.58,48.53,63.54,81,77,4.07,broken clouds
385,Boyolangu,ID,-8.12,111.89,80.44,74,29,7.72,scattered clouds
386,Kijang,KR,35.24,129.21,57.2,71,0,5.82,clear sky
387,Senneterre,CA,48.38,-77.23,32.0,80,40,16.11,scattered clouds
388,Oranjemund,NA,-28.55,16.43,57.92,74,0,8.28,clear sky
389,Flinders,AU,-34.58,150.86,62.01,89,100,8.99,light rain
390,Bumba,CD,2.18,22.47,70.59,94,100,1.01,moderate rain
391,Nampa,US,43.54,-116.56,57.2,32,1,1.92,clear sky
392,Salinopolis,BR,-0.61,-47.36,80.51,81,24,13.09,few clouds
393,Ulladulla,AU,-35.35,150.47,59.0,100,90,21.92,overcast clouds
394,Linhares,BR,-19.39,-40.07,68.13,95,100,7.61,moderate rain
395,The Valley,AI,18.22,-63.06,82.4,69,20,11.41,few clouds
396,Mareeba,AU,-17.0,145.43,91.0,48,0,11.41,clear sky
397,Homer,US,59.64,-151.55,30.2,36,1,12.75,clear sky
398,Kalaleh,IR,37.38,55.49,59.0,51,0,8.48,clear sky
399,Tres Arroyos,AR,-38.37,-60.28,55.31,62,0,8.81,clear sky
400,Ola,RU,59.58,151.28,33.78,91,99,8.32,overcast clouds
401,Akhmeta,GE,42.03,45.21,62.6,55,0,13.87,clear sky
402,Mwanza,TZ,-2.52,32.9,69.8,94,40,5.82,scattered clouds
403,Inhambane,MZ,-23.86,35.38,71.83,73,55,10.96,broken clouds
404,Plettenberg Bay,ZA,-34.05,23.37,56.61,83,6,4.61,clear sky
405,Gouyave,GD,12.16,-61.73,80.6,83,20,13.87,few clouds
406,Tuatapere,NZ,-46.13,167.68,57.0,75,90,15.01,overcast clouds
407,Luderitz,NA,-26.65,15.16,62.01,53,0,19.51,clear sky
408,Abha,SA,18.22,42.51,60.8,29,0,1.41,clear sky
409,Grindavik,IS,63.84,-22.43,37.4,93,75,1.12,broken clouds
410,Saldanha,ZA,-33.01,17.94,55.4,58,0,6.93,clear sky
411,Penzance,GB,50.12,-5.54,53.6,93,100,29.97,light rain
412,Pahrump,US,36.21,-115.98,78.8,7,1,9.17,clear sky
413,Zarand,IR,30.81,56.56,43.63,54,0,3.71,clear sky
414,Ponta Do Sol,PT,32.67,-17.1,72.0,45,20,5.82,few clouds
415,San Vicente,AR,-26.62,-54.13,62.22,79,36,7.07,scattered clouds
416,Ocos,GT,14.51,-92.19,82.4,88,40,3.36,scattered clouds
417,Craig,US,40.52,-107.55,48.2,36,1,3.2,clear sky
418,Kangaatsiaq,GL,68.31,-53.46,24.28,97,100,14.27,light snow
419,Constitucion,CL,-35.33,-72.42,54.66,87,1,4.72,clear sky
420,Goderich,CA,43.75,-81.72,39.2,80,0,11.41,clear sky
421,Peniche,PT,39.36,-9.38,64.0,87,100,6.42,overcast clouds
422,Nantucket,US,41.28,-70.1,43.0,55,1,3.36,clear sky
423,Bondo,CD,3.81,23.69,69.8,96,100,1.32,overcast clouds
424,Pervomayskoye,RU,43.92,46.71,59.97,88,100,8.21,overcast clouds
425,Karla,EE,59.37,24.93,45.0,93,90,4.7,overcast clouds
426,Bogorodskoye,RU,56.55,37.88,41.13,91,100,6.69,overcast clouds
427,Banda Aceh,ID,5.56,95.32,81.57,73,100,6.2,light rain
428,Portland,US,45.52,-122.68,57.99,50,1,4.7,clear sky
429,Komsomolskiy,UZ,40.43,71.72,41.0,35,98,6.93,overcast clouds
430,Aqtobe,KZ,50.28,57.21,37.4,51,0,7.54,moderate rain
431,Washougal,US,45.58,-122.35,57.99,44,1,13.87,clear sky
432,Emerald,AU,-23.53,148.17,86.0,25,0,13.87,clear sky
433,Ostrow Mazowiecka,PL,52.8,21.9,39.99,90,0,3.04,clear sky
434,Tierranueva,MX,21.68,-100.57,59.0,46,0,5.23,clear sky
435,Omsukchan,RU,62.53,155.8,19.36,94,100,6.51,overcast clouds
436,Quatre Cocos,MU,-20.21,57.76,68.0,72,40,9.17,shower rain
437,Daru,PG,-9.08,143.21,84.85,69,44,13.31,scattered clouds
438,Walvis Bay,NA,-22.96,14.51,55.0,87,16,8.05,few clouds
439,Ogulin,HR,45.27,15.23,53.01,93,0,3.36,clear sky
440,Porto Walter,BR,-8.27,-72.74,71.8,82,100,3.44,overcast clouds
441,Chesapeake,US,36.82,-76.27,53.6,66,1,3.36,clear sky
442,Darnah,LY,32.77,22.64,69.26,70,65,10.02,light rain
443,Ixtapa,MX,20.7,-105.2,84.2,79,90,8.05,overcast clouds
444,San Quintin,MX,30.48,-115.95,67.46,67,15,4.5,few clouds
445,Lasa,IT,46.62,10.7,41.0,40,5,5.82,clear sky
446,Antofagasta,CL,-23.65,-70.4,60.8,77,90,9.17,overcast clouds
447,Atar,MR,20.52,-13.05,83.23,16,87,9.33,overcast clouds
448,Sandnessjoen,NO,66.02,12.63,50.0,61,100,31.09,overcast clouds
449,Yeppoon,AU,-23.13,150.73,86.0,48,50,5.82,scattered clouds
450,Jalu,LY,29.03,21.55,63.79,76,27,6.49,scattered clouds
451,Alice Springs,AU,-23.7,133.88,80.6,16,0,12.75,clear sky
452,Malakal,SS,9.53,31.66,75.02,75,14,3.18,few clouds
453,Phetchaburi,TH,12.97,99.58,78.8,88,40,5.82,scattered clouds
454,Atasu,KZ,48.68,71.64,32.68,76,0,3.27,clear sky
455,Krasnogorsk,RU,55.82,37.32,43.0,87,90,13.42,overcast clouds
456,Isla Vista,US,34.41,-119.86,70.0,82,1,4.7,clear sky
457,Saint-Georges,GD,12.06,-61.75,80.6,83,20,13.87,few clouds
458,Eirunepe,BR,-6.66,-69.87,71.1,95,100,4.36,light rain
459,Gaomi,CN,36.38,119.75,61.0,82,57,2.24,mist
460,Nome,US,64.5,-165.41,28.0,73,20,8.05,few clouds
461,Bloomington,US,44.84,-93.3,44.01,52,1,11.41,clear sky
462,Waipawa,NZ,-41.41,175.52,64.4,59,0,24.16,clear sky
463,Baykit,RU,61.67,96.37,0.66,89,71,3.36,broken clouds
464,Rocha,UY,-34.48,-54.33,47.64,91,0,1.79,clear sky
465,Say,NE,13.1,2.37,78.8,27,0,2.24,clear sky
466,Villa Carlos Paz,AR,-31.42,-64.5,64.99,43,0,10.29,clear sky
467,Rio Gallegos,AR,-51.62,-69.22,53.6,58,0,6.93,clear sky
468,Sonoita,MX,31.85,-112.83,78.01,20,100,3.85,overcast clouds
469,Celestun,MX,20.87,-90.4,77.36,86,99,12.82,overcast clouds
470,Oudtshoorn,ZA,-33.59,22.2,53.6,93,0,3.36,clear sky
471,Lebrija,ES,36.92,-6.08,57.99,87,0,2.24,clear sky
472,Smidovich,RU,48.6,133.82,47.05,68,100,16.67,light rain
473,Creutzwald,FR,49.2,6.68,57.0,81,100,9.66,overcast clouds
474,Pagudpud,PH,18.56,120.79,78.8,74,75,12.75,broken clouds
475,Coahuayana,MX,18.73,-103.68,77.0,83,40,11.41,scattered clouds
476,Cartagena,CO,10.4,-75.51,81.23,82,100,7.85,overcast clouds
477,Phuket,TH,8.0,98.25,84.99,88,40,3.36,scattered clouds
478,Port Blair,IN,11.67,92.75,81.23,80,23,5.57,few clouds
479,Borogontsy,RU,62.67,131.17,-10.12,88,63,2.33,broken clouds
480,Neryungri,RU,56.67,124.65,3.07,90,100,10.22,overcast clouds
481,Campbell River,CA,50.02,-125.24,46.0,87,75,3.36,broken clouds
482,Gbarnga,LR,7.0,-9.47,71.78,98,49,1.12,light rain
483,Okhotsk,RU,59.38,143.3,16.48,87,96,15.41,overcast clouds
484,Hanting,CN,36.77,119.21,59.4,56,88,5.7,overcast clouds
485,Harper,LR,4.38,-7.72,77.54,88,65,7.34,broken clouds
486,Moose Factory,CA,51.26,-80.61,37.4,74,90,14.99,overcast clouds
487,Wukari,NG,7.85,9.78,75.18,85,100,3.58,overcast clouds
488,Narbonne,FR,43.08,2.83,46.4,93,11,1.12,few clouds
489,Strezhevoy,RU,60.73,77.59,33.8,86,0,11.18,clear sky
490,Talpa,MX,28.83,-111.63,81.0,48,71,1.01,broken clouds
491,Baltay,RU,52.47,46.63,43.32,71,100,7.2,overcast clouds
492,Tuzah,TN,35.64,10.83,63.0,93,20,3.36,few clouds
493,San Policarpo,PH,12.18,125.51,84.6,73,100,8.59,overcast clouds
494,Mount Gambier,AU,-37.83,140.77,60.8,63,75,10.29,broken clouds
495,Baruun-Urt,MN,46.68,113.28,25.23,80,0,15.61,clear sky
496,Cabedelo,BR,-6.98,-34.83,78.8,88,20,5.82,few clouds
497,Port Said,EG,31.26,32.28,75.2,73,40,10.29,scattered clouds
498,Semirom,IR,31.42,51.57,30.51,87,0,1.54,clear sky
499,Karratha,AU,-20.74,116.85,81.72,48,0,11.97,clear sky
500,Jerantut,MY,3.94,102.36,78.76,85,10,1.9,clear sky
501,Tessalit,ML,20.2,1.01,74.3,20,0,10.22,clear sky
502,Ryabovo,RU,59.4,31.13,30.2,100,90,4.47,fog
503,Penon Blanco,MX,24.79,-104.04,64.29,30,22,7.02,few clouds
504,Marihatag,PH,8.79,126.3,83.82,68,100,11.34,overcast clouds
505,Souillac,MU,-20.52,57.52,68.0,72,40,9.17,shower rain
506,Fukue,JP,32.69,128.84,68.0,68,20,3.36,few clouds
507,Iqaluit,CA,63.75,-68.51,5.0,77,20,4.7,few clouds
508,Sosnogorsk,RU,63.6,53.88,31.78,95,77,6.96,broken clouds
509,Tsiroanomandidy,MG,-18.77,46.03,68.81,63,80,2.82,broken clouds
510,Kommunisticheskiy,RU,61.68,64.48,31.26,98,100,8.41,overcast clouds
511,Kruisfontein,ZA,-34.0,24.73,57.99,90,0,3.33,clear sky
512,Porto Novo,BJ,6.5,2.6,80.6,88,40,9.17,scattered clouds
513,Auburn,US,47.31,-122.23,52.0,71,75,6.93,broken clouds
514,Port-Cartier,CA,50.03,-66.87,30.2,54,0,10.29,clear sky
515,Chase,CA,50.82,-119.69,39.2,93,9,2.24,clear sky
516,Acapulco,MX,16.86,-99.89,84.2,79,75,6.93,broken clouds
517,Kinablangan,PH,7.69,126.55,85.77,62,87,1.41,overcast clouds
518,Atmakur,IN,15.88,78.58,68.16,73,0,2.37,clear sky
519,Dawlatabad,AF,36.41,64.91,38.12,71,0,0.51,clear sky
520,Dunedin,NZ,-45.87,170.5,59.0,66,100,10.0,overcast clouds
521,Prieska,ZA,-29.66,22.75,62.02,75,1,10.47,clear sky
522,Nishihara,JP,26.18,127.76,80.6,44,20,14.99,few clouds
523,Tempio Pausania,IT,40.9,9.1,55.4,93,20,2.24,few clouds
524,Vanavara,RU,60.34,102.28,-2.16,92,0,2.46,clear sky
525,Hamilton,US,39.18,-84.53,51.01,75,1,5.95,clear sky
526,Zonguldak,TR,41.25,31.83,48.2,84,100,5.39,light rain
527,Isla Mujeres,MX,21.23,-86.73,75.2,100,90,4.7,thunderstorm with rain
528,Mehamn,NO,71.04,27.85,36.97,81,0,14.88,clear sky
529,Lapugiu De Jos,RO,45.88,22.48,40.32,81,0,1.01,light rain
530,Biak,ID,-0.91,122.88,82.89,67,100,6.42,overcast clouds
531,Alta Floresta,BR,-9.88,-56.09,74.73,83,90,1.81,light rain
532,Hirado,JP,33.36,129.55,64.4,77,20,9.17,few clouds
533,Duldurga,RU,50.68,113.59,23.81,87,99,14.45,snow
534,Zeya,RU,53.75,127.27,28.74,90,100,11.52,overcast clouds
535,Teya,RU,60.38,92.63,16.59,93,100,6.13,overcast clouds
536,Olafsvik,IS,64.89,-23.71,41.9,81,100,4.34,overcast clouds
537,Zhezkazgan,KZ,47.8,67.71,35.83,69,0,7.02,clear sky
538,Chitipa,MW,-9.7,33.27,62.15,86,31,6.46,scattered clouds
539,Carbonia,IT,39.17,8.52,59.0,100,40,5.82,fog
540,Marovoay,MG,-16.1,46.63,69.8,60,20,5.82,few clouds
541,Manggar,ID,-2.88,108.27,82.87,71,94,3.91,light rain
542,Cooma,AU,-36.23,149.13,57.2,76,75,18.34,broken clouds
543,Laibin,CN,23.7,109.27,73.42,73,82,5.7,broken clouds
544,Hoquiam,US,46.98,-123.89,55.4,58,1,4.7,clear sky
545,Nordby,DK,55.45,8.4,53.6,93,100,11.41,light rain
546,Mungaoli,IN,24.42,78.1,63.54,28,0,4.59,clear sky
547,Mazatlan,MX,23.22,-106.42,84.2,70,5,8.05,clear sky
548,Rawson,AR,-43.3,-65.1,72.93,22,0,23.06,clear sky
549,Roald,NO,62.58,6.13,59.0,47,97,17.22,overcast clouds
550,Payyannur,IN,12.1,75.2,75.2,94,40,2.24,mist
551,Prescott,US,34.54,-112.47,71.6,12,1,3.36,clear sky
552,Singapore,SG,1.29,103.85,82.0,88,40,5.82,scattered clouds
553,Sibu,MY,2.3,111.82,77.0,94,20,3.36,few clouds
554,Strangnas,SE,59.38,17.03,50.0,87,100,12.75,overcast clouds
555,Darhan,MN,49.49,105.92,25.99,90,0,2.42,clear sky
556,Bulawayo,ZW,-20.15,28.58,62.4,70,4,15.66,clear sky
557,Botngard,NO,63.77,9.81,51.01,57,0,28.86,clear sky
558,Siloam Springs,US,36.19,-94.54,55.4,58,1,6.93,clear sky
559,Berlevag,NO,70.86,29.09,37.67,80,0,16.93,clear sky
560,Klyuchi,RU,52.27,79.17,31.41,97,3,6.51,clear sky
561,Loukhi,RU,66.08,33.04,29.79,99,100,7.54,overcast clouds
562,Iralaya,HN,15.0,-83.23,79.88,86,100,11.56,moderate rain
563,Kreminna,UA,49.05,38.22,52.39,77,100,14.47,overcast clouds
564,Rorvik,NO,64.86,11.24,49.48,68,4,33.35,clear sky
565,Whitehorse,CA,60.72,-135.05,9.0,78,75,11.41,broken clouds
566,Sur,OM,22.57,59.53,68.81,56,0,2.3,clear sky
567,Machakos,KE,-1.52,37.27,62.6,93,40,8.05,scattered clouds
568,Omagari,JP,39.45,140.48,44.6,93,75,6.93,broken clouds
569,Morogoro,TZ,-6.82,37.67,73.4,78,75,1.39,broken clouds
570,Leningradskiy,RU,69.38,178.42,16.5,89,47,7.25,scattered clouds
571,Kathmandu,NP,27.72,85.32,55.4,93,20,3.36,few clouds
572,Kerema,PG,-7.96,145.78,84.69,69,0,6.22,clear sky
573,Mandalgovi,MN,45.76,106.27,22.01,82,1,11.01,clear sky
574,Baghdad,IQ,33.34,44.4,66.2,34,0,9.17,clear sky
575,Afonso Bezerra,BR,-5.5,-36.51,76.68,78,98,10.98,overcast clouds
576,Birjand,IR,32.87,59.22,40.35,62,0,2.68,clear sky
577,La Presa,US,32.71,-117.0,75.2,31,5,3.65,clear sky
578,Boguchany,RU,58.38,97.45,8.58,93,0,3.31,clear sky
579,Urumqi,CN,43.8,87.6,35.6,59,0,2.24,clear sky
580,Tautira,PF,-17.73,-149.15,86.0,62,40,12.75,scattered clouds
581,Korla,CN,41.76,86.15,36.32,74,0,1.77,clear sky
582,Deep River,CA,46.1,-77.5,35.6,43,1,8.05,clear sky
583,Port Augusta,AU,-32.5,137.77,72.0,63,0,4.7,clear sky
584,Bubaque,GW,11.28,-15.83,83.55,72,100,9.31,overcast clouds
585,Alyangula,AU,-13.85,136.42,91.4,41,0,5.82,clear sky
586,Mukhen,RU,48.1,136.1,49.08,72,77,11.23,broken clouds
587,Marsh Harbour,BS,26.54,-77.06,79.79,83,16,20.15,few clouds
588,Deputatskiy,RU,69.3,139.9,-9.78,90,83,5.44,broken clouds
589,Valparaiso,CL,-33.04,-71.63,53.6,93,75,5.82,haze
590,Malanje,AO,-9.54,16.34,64.44,89,75,1.07,broken clouds
591,Camacha,PT,33.08,-16.33,66.2,88,20,9.48,few clouds
592,Kikwit,CD,-5.04,18.82,70.38,94,63,1.99,broken clouds
593,Beringovskiy,RU,63.05,179.32,21.09,95,100,12.17,overcast clouds
594,Parnamirim,BR,-5.92,-35.26,78.8,83,20,8.05,few clouds
595,Mayo,US,38.89,-76.51,50.0,66,90,6.93,overcast clouds
596,Le Mars,US,42.79,-96.17,52.0,34,1,18.34,clear sky
597,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,42.8,60,40,13.42,scattered clouds
598,Canutama,BR,-6.53,-64.38,71.58,97,100,0.85,moderate rain
599,Wattegama,LK,6.8,81.48,75.2,100,90,2.24,moderate rain
600,Touros,BR,-5.2,-35.46,77.0,88,20,4.7,few clouds
601,Gat,IL,31.61,34.76,72.0,100,94,1.12,overcast clouds
602,Lazaro Cardenas,MX,17.96,-102.2,80.28,80,0,4.92,clear sky
603,San Pedro,PH,14.35,121.02,77.0,78,90,5.82,heavy intensity rain
604,Isla Del Bosque,MX,22.73,-105.85,84.2,70,5,8.05,clear sky
605,Kazanlak,BG,42.62,25.4,46.99,65,41,7.27,scattered clouds
606,Barahona,DO,18.21,-71.1,79.88,77,100,9.86,light rain
607,Kondoa,TZ,-4.9,35.78,59.58,91,38,5.73,scattered clouds
608,Oskaloosa,US,41.3,-92.64,60.8,58,1,13.87,clear sky
609,Roura,GF,4.73,-52.33,77.0,100,40,1.12,scattered clouds
610,Salta,AR,-24.79,-65.41,66.2,34,75,4.7,broken clouds
611,Statesville,US,35.78,-80.89,51.01,81,75,3.51,broken clouds
612,Laguna,US,38.42,-121.42,73.0,35,1,3.98,clear sky
613,La Ronge,CA,55.1,-105.28,19.4,85,0,3.36,clear sky
614,Midland,US,32.0,-102.08,75.2,23,62,5.82,broken clouds
615,Hudson Bay,CA,52.85,-102.38,18.36,96,36,5.73,scattered clouds
616,Balkanabat,TM,39.51,54.37,63.88,29,0,3.69,clear sky
617,Breyten,ZA,-26.3,29.99,52.63,86,100,8.7,overcast clouds
618,Banswara,IN,23.55,74.45,66.24,27,0,2.13,clear sky
619,Swan River,CA,52.11,-101.27,23.0,67,29,9.17,scattered clouds
620,Dwarka,IN,22.24,68.97,80.1,50,0,8.57,clear sky
621,Makrana,IN,27.05,74.72,57.88,32,0,1.32,clear sky
622,Praxedis Guerrero,MX,31.37,-106.02,73.4,20,90,4.7,overcast clouds
623,Gijon,ES,43.54,-5.66,64.0,87,100,4.43,overcast clouds
624,Chicama,PE,-7.84,-79.15,62.6,82,75,8.05,mist
625,Opuwo,NA,-18.06,13.84,67.91,61,32,2.26,scattered clouds
626,Tibati,CM,6.47,12.63,68.65,73,8,1.34,clear sky
627,Shahrud,IR,36.42,54.98,52.45,42,0,3.53,clear sky
628,Fredericksburg,US,38.3,-77.46,43.0,100,1,4.81,clear sky
629,Ahmadpur,IN,18.7,76.93,67.37,60,0,4.03,clear sky
630,Chumikan,RU,54.72,135.31,32.31,97,100,28.79,overcast clouds
631,Mangrol,IN,21.12,70.12,77.13,45,0,8.75,clear sky
632,Tucuma,BR,-0.18,-50.05,80.62,78,17,8.5,few clouds
633,Figeac,FR,44.75,1.92,51.01,87,0,2.24,clear sky
634,Namanyere,TZ,-7.52,31.05,67.6,58,100,7.23,overcast clouds
635,Camacari,BR,-12.7,-38.32,80.6,83,75,12.75,broken clouds
636,Burayevo,RU,55.84,55.41,37.99,97,100,5.75,light rain
637,Aviles,ES,43.55,-5.92,69.8,56,20,6.93,few clouds
638,Iwanai,JP,42.97,140.51,54.14,72,100,8.43,light rain
639,Roebourne,AU,-20.78,117.13,83.62,45,0,10.42,clear sky
640,Dunhua,CN,43.37,128.24,43.83,60,0,15.19,clear sky
641,Xining,CN,36.62,101.77,35.22,76,100,1.41,overcast clouds
642,Poya,NC,-21.35,165.15,84.9,49,1,6.71,clear sky
643,Aranos,NA,-24.13,19.12,70.92,50,100,7.09,overcast clouds
644,Tampere,FI,61.5,23.79,46.0,93,90,6.93,overcast clouds
645,Dothan,US,31.22,-85.39,66.2,72,75,5.82,broken clouds
646,Manacor,ES,39.57,3.21,55.4,93,20,3.36,few clouds
647,Middelburg,ZA,-25.78,29.46,57.69,70,100,12.82,overcast clouds
648,Kasongo-Lunda,CD,-6.47,16.82,69.98,91,100,0.31,overcast clouds
649,Yamoussoukro,CI,6.82,-5.28,73.4,88,0,4.7,clear sky
650,Dali,CN,25.7,100.18,58.62,86,78,4.05,broken clouds
651,Lagos,NG,6.58,3.75,76.93,93,0,3.58,clear sky
652,Taltal,CL,-25.4,-70.48,58.98,67,24,3.74,few clouds
653,Tagusao,PH,9.19,117.81,82.53,75,100,9.24,overcast clouds
654,Road Town,VG,18.42,-64.62,82.0,84,100,4.0,overcast clouds
655,Nanakuli,US,21.39,-158.15,86.0,58,75,12.75,broken clouds
656,Kropotkin,RU,45.44,40.58,53.01,84,4,0.78,clear sky
657,Elizabethtown,US,37.69,-85.86,51.8,71,1,6.76,clear sky
658,Wenling,CN,28.37,121.36,72.0,84,0,6.22,clear sky
659,Nioro,GM,13.35,-15.75,77.9,42,100,3.69,overcast clouds
660,Bira,RU,49.0,132.47,38.5,86,100,9.06,light rain
661,Butembo,CD,0.15,29.28,57.09,99,95,2.28,light rain
662,Dingle,PH,11.0,122.67,81.34,84,100,9.55,moderate rain
663,Beloha,MG,-25.17,45.05,63.97,82,0,9.64,clear sky
664,Luau,AO,-10.71,22.22,64.71,78,89,0.49,overcast clouds
665,Belgrade,RS,44.8,20.47,46.4,100,40,5.82,fog
666,Kizukuri,JP,40.81,140.39,60.01,62,75,4.7,broken clouds
667,Viransehir,TR,37.24,39.76,60.28,29,34,7.16,scattered clouds
668,Cristalina,BR,-16.77,-47.61,64.89,100,100,7.23,moderate rain
669,Mezen,RU,65.85,44.24,30.65,94,100,7.81,overcast clouds
670,Sept-Iles,CA,50.2,-66.38,30.2,54,0,10.29,clear sky
671,Kieta,PG,-6.22,155.63,86.27,64,76,4.5,light rain
672,Sompeta,IN,18.93,84.6,77.34,69,89,4.0,overcast clouds
673,Gidam,IN,18.98,81.4,65.32,81,2,2.01,clear sky
674,Prince Rupert,CA,54.32,-130.32,48.2,81,90,17.22,overcast clouds
675,Krasnogvardeyskiy,RU,57.38,62.32,38.82,95,100,7.58,light rain
676,Teahupoo,PF,-17.83,-149.27,86.0,62,40,12.75,scattered clouds
677,Rudarpur,IN,26.44,83.61,69.96,44,4,5.61,clear sky
678,Alihe,CN,50.57,123.72,26.53,93,100,9.78,light snow
679,Aklavik,CA,68.22,-135.01,1.4,77,67,1.12,broken clouds
680,Yumen,CN,40.28,97.2,38.62,62,100,11.81,overcast clouds
681,Anito,PH,12.45,125.29,84.52,73,100,8.77,overcast clouds
